lead_id,contact_name,company_name,industry,company_size,lead_source,job_title,country,region,status,created_date
L45187,Oyindasola Faloye,Northstarlink Ventures,FinServ,40.0,Cold Call,IT Manager,Nigeria,EMEA,Lost,2024-10-28
L45188,Josette Egli,CrestCove Dynamics,SaaS,23.0,Cold Call,CEO,Switzerland,Europe,Converted,2024-10-28
L45189,Abubakr Abdullohov,ZenithGrid Group,SaaS,143.0,Website,Procurement Lead,Uzbekistan,APAC,Converted,2024-10-28
L45190,이서영,ApexShift Dynamics,SaaS,38.0,Website,CEO,South Korea,APAC,Lost,2024-10-28
L45191,حياة آل العسكري,Cobaltgrid Partners,Healthcare,237.0,Trade Show,Marketing Manager,Saudi Arabia,EMEA,Lost,2024-10-28
L45192,Karina Kavaliauskas,LumenLoop Networks,Logistics,20.0,Referral,VP Sales,Lithuania,Europe,Lost,2024-10-28
L45193,Yolanda Erika Castro,NovaCore Enterprises,SaaS,253.0,Trade Show,Procurement Lead,Colombia,LATAM,Converted,2024-10-28
L45194,Toni Wheeler,Vantagelogic Networks,Education,116.0,Trade Show,Marketing Manager,Bosnia and Herzegovina,Europe,Lost,2024-10-28
L45195,Ing. Alicia Salas,NovaLogic Systems,SaaS,116.0,LinkedIn,VP Sales,Mexico,LATAM,Converted,2024-10-28
L45196,Betina Ionescu,Blueforge Innovations,Retail,120.0,Referral,Procurement Lead,Romania,Europe,Lost,2024-10-29
L45197,Maame Rebecca Donkor,Pioneergate Enterprises,Healthcare,114.0,Referral,Marketing Manager,Ghana,EMEA,New,2024-10-29
L45198,Aadil Aasim,NovaPath Innovations,Retail,73.0,Trade Show,VP Sales,Pakistan,APAC,Converted,2024-10-29
L45199,Kunthara Winarsih,ApexGrid Global,Education,65.0,Webinar,VP Sales,Indonesia,APAC,Lost,2024-10-29
L45200,Sig.ra Marta Gravina,CrestSphere Systems,FinServ,367.0,Referral,VP Sales,Italy,Europe,Converted,2024-10-29
L45201,Mark Juarez,OrbitSphere Systems,Retail,53.0,Referral,VP Sales,Philippines,APAC,Lost,2024-10-29
L45202,севделина Градинарова,CobaltIfy Group,Logistics,453.0,LinkedIn,Procurement Lead,Bulgaria,Europe,Converted,2024-10-29
L45203,Հովհաննես Կարագյան,Crestcore Systems,Manufacturing,112.0,Trade Show,IT Manager,Armenia,EMEA,New,2024-10-29
L45204,Dorota Kielich,NorthstarShift Ventures,Manufacturing,57.0,Website,VP Sales,Poland,Europe,New,2024-10-29
L45205,Wanda Robinson,Northstarbeam Ventures,Logistics,35.0,Webinar,VP Sales,Malaysia,APAC,New,2024-10-29
L45206,Jessica Nyaako,Deltacove Labs,Logistics,74.0,Webinar,IT Manager,Ghana,EMEA,Converted,2024-10-29
L45207,Bashar Kamal,BluePath Networks,SaaS,164.0,Cold Call,IT Manager,Pakistan,APAC,Converted,2024-10-29
L45208,Naděžda Tůmová,PrimeCove Labs,Logistics,57.0,LinkedIn,Marketing Manager,Czech Republic,Europe,New,2024-10-29
L45209,Gregory Roberson,Pioneerlink Ventures,Healthcare,249.0,Trade Show,CEO,Bosnia and Herzegovina,Europe,Converted,2024-10-29
L45210,정지현,CobaltBeam Dynamics,Manufacturing,53.0,Cold Call,VP Sales,South Korea,APAC,Unqualified,2024-10-29
L45211,Cliona Diggin-Nagle,Summitlink Partners,SaaS,77.0,Trade Show,VP Sales,Ireland,Europe,Converted,2024-10-29
L45212,सुशिल के.सी,CrestForge Networks,FinServ,19.0,Cold Call,Marketing Manager,Nepal,APAC,Lost,2024-10-30
L45213,Պարթև Աբաշյան,OrbitCove Partners,Manufacturing,79.0,Trade Show,IT Manager,Armenia,EMEA,Lost,2024-10-30
L45214,Marcus Garner,Deltapath Enterprises,Retail,68.0,LinkedIn,Operations Director,Jordan,EMEA,Lost,2024-10-30
L45215,Eric Graham,Crestwave Dynamics,Retail,113.0,Trade Show,VP Sales,Australia,APAC,Contacted,2024-10-30
L45216,Alexia Aragão,DeltaForge Networks,Education,237.0,Cold Call,VP Sales,Brazil,LATAM,Lost,2024-10-30
L45217,Тихонова Юлия Богдановна,Crestloop Enterprises,FinServ,228.0,Website,Procurement Lead,Kazakhstan,APAC,Converted,2024-10-30
L45218,Marian Baafi,Cobaltify Solutions,FinServ,162.0,Webinar,Procurement Lead,Ghana,EMEA,Lost,2024-10-30
L45219,Richard Taylor,Novagate Labs,SaaS,384.0,Webinar,IT Manager,New Zealand,APAC,Converted,2024-10-30
L45220,Victoire Delaunay,CobaltGate Networks,FinServ,99.0,Referral,Operations Director,France,Europe,Lost,2024-10-30
L45221,Hami Çorlu,Silverpath Systems,Healthcare,485.0,Webinar,Procurement Lead,Turkey,EMEA,Contacted,2024-10-30
L45222,उर्मिला अग्रवाल,Bluegate Solutions,Healthcare,317.0,Referral,Marketing Manager,Nepal,APAC,Converted,2024-10-30
L45223,जगनाथ पाण्डे,OrbitShift Partners,Logistics,41.0,LinkedIn,IT Manager,Nepal,APAC,Lost,2024-10-30
L45224,陈娟,NorthstarTrail Ventures,Healthcare,231.0,Website,Procurement Lead,China,APAC,Lost,2024-10-30
L45225,Iretioluwa Morawo,QuantumLink Solutions,SaaS,9.0,Website,VP Sales,Nigeria,EMEA,Lost,2024-10-30
L45226,Denis Hrubý,CrestPath Industries,SaaS,380.0,Webinar,Marketing Manager,Czech Republic,Europe,New,2024-10-30
L45227,Robert Romero,Novatrail Innovations,SaaS,82.0,Cold Call,Operations Director,Malta,Europe,Lost,2024-10-30
L45228,Darius Waldner,VertexBeam Technologies,Logistics,35.0,Trade Show,Operations Director,Austria,Europe,Lost,2024-10-30
L45229,Cătălina Gheorghiu,Apexbeam Technologies,Healthcare,11.0,Webinar,CEO,Romania,Europe,Lost,2024-10-30
L45230,Kimberly Silva,NovaIfy Dynamics,SaaS,76.0,Referral,Operations Director,United States,North America,Converted,2024-10-30
L45231,Marta Pinto,Quantumcove Global,SaaS,387.0,Webinar,IT Manager,Portugal,Europe,Lost,2024-10-30
L45232,Tammy Houston,LumenLink Solutions,Logistics,120.0,Website,Procurement Lead,Bosnia and Herzegovina,Europe,New,2024-10-30
L45233,Marián Strýček,CrestBeam Dynamics,Retail,55.0,Cold Call,CEO,Slovakia,Europe,New,2024-10-30
L45234,ქეთო ჟორჟოლიანი,NexLogic Global,Education,71.0,LinkedIn,Procurement Lead,Georgia,EMEA,Lost,2024-10-30
L45235,Silondile Mangena,Bluepath Labs,Education,13.0,Webinar,Marketing Manager,South Africa,EMEA,Lost,2024-10-31
L45236,Petrona Hernandez Vara,NovaIfy Solutions,Healthcare,79.0,Webinar,IT Manager,Spain,Europe,New,2024-10-31
L45237,ნუკრი შველიძე,Pioneertrail Partners,Logistics,251.0,Trade Show,Procurement Lead,Georgia,EMEA,Lost,2024-10-31
L45238,Eleanor Rogers,Deltatrail Global,SaaS,208.0,Cold Call,CEO,United Kingdom,Europe,Unqualified,2024-10-31
L45239,Joshua Howell,Nexify Enterprises,Education,768.0,Webinar,CEO,Canada,North America,Lost,2024-10-31
L45240,Tomas Schleich,Vertexwave Innovations,Logistics,41.0,Webinar,CEO,Germany,Europe,Lost,2024-10-31
L45241,Şəfa Sultanlı,CrestCore Group,Logistics,18.0,Cold Call,Marketing Manager,Azerbaijan,EMEA,Lost,2024-10-31
L45242,বাদল হক,Nexcore Enterprises,Healthcare,130.0,Trade Show,Operations Director,Bangladesh,APAC,Converted,2024-10-31
L45243,Olívia Pereira,Zenithforge Networks,Manufacturing,116.0,Cold Call,Marketing Manager,Brazil,LATAM,Lost,2024-10-31
L45244,Etiqad Baharlı,Crestbeam Systems,FinServ,89.0,Webinar,Operations Director,Azerbaijan,EMEA,Lost,2024-10-31
L45245,Lucas Alvarez-Agustín,Nexsphere Global,FinServ,36.0,Website,Procurement Lead,Venezuela,LATAM,Unqualified,2024-10-31
L45246,Karoline-Nora Haugen,SilverShift Ventures,Manufacturing,5.0,Referral,Marketing Manager,Norway,Europe,Contacted,2024-10-31
L45247,ლამზირა ინასარიძე,NovaPath Partners,Logistics,26.0,Trade Show,VP Sales,Georgia,EMEA,Lost,2024-10-31
L45248,آیدا سعیدی,PrimeShift Labs,FinServ,175.0,Trade Show,VP Sales,Iran,EMEA,Converted,2024-10-31
L45249,Didier Stocker,Blueshift Group,SaaS,126.0,Webinar,IT Manager,Switzerland,Europe,Converted,2024-10-31
L45250,אוראל כהן,LumenLogic Solutions,Education,286.0,Webinar,Marketing Manager,Israel,EMEA,Lost,2024-10-31
L45251,Patrick Gauthier,Zenithlogic Industries,Manufacturing,136.0,Website,IT Manager,France,Europe,Converted,2024-10-31
L45252,แปลง อุลหัสสา,QuantumShift Partners,Manufacturing,217.0,Referral,Marketing Manager,Thailand,APAC,Contacted,2024-10-31
L45253,Ms. Mnqobi Sengwayo,ApexGate Labs,Education,225.0,Referral,Marketing Manager,South Africa,EMEA,Lost,2024-10-31
L45254,حسن العليان,Silvergrid Labs,Healthcare,,Website,Marketing Manager,Saudi Arabia,EMEA,Lost,2024-10-31
L45255,Tapani Pitkänen,Quantumloop Dynamics,FinServ,93.0,Cold Call,VP Sales,Finland,Europe,Lost,2024-10-31
L45256,Charles Wallace,Deltapath Ventures,Manufacturing,5.0,LinkedIn,Operations Director,Jordan,EMEA,Lost,2024-11-01
L45257,Valerie Chan,Silversphere Networks,Logistics,80.0,Referral,CEO,Canada,North America,Lost,2024-11-01
L45258,Aulikki Nikula,OrbitForge Partners,SaaS,82.0,LinkedIn,CEO,Finland,Europe,Lost,2024-11-01
L45259,Teresa Curtis,Novawave Ventures,FinServ,11.0,Referral,Operations Director,United States,North America,Converted,2024-11-01
L45260,अविशेक सिंह,Quantumgate Partners,Logistics,58.0,Referral,Procurement Lead,Nepal,APAC,Lost,2024-11-01
L45261,יהונתן ארביב,CrestBeam Systems,Healthcare,31.0,Cold Call,Marketing Manager,Israel,EMEA,Lost,2024-11-01
L45262,Katrina Salazar,Primeify Ventures,Logistics,331.0,Website,VP Sales,Malta,Europe,Lost,2024-11-01
L45263,Jüri Must,SkyLoop Networks,FinServ,31.0,LinkedIn,IT Manager,Estonia,Europe,Converted,2024-11-01
L45264,Ashley Jones,Zenithify Ventures,Healthcare,191.0,LinkedIn,CEO,Australia,APAC,Converted,2024-11-01
L45265,Eduarda da Rosa,Cobaltwave Ventures,FinServ,202.0,Website,Operations Director,Brazil,LATAM,Contacted,2024-11-01
L45266,Lidia Tabiś,SilverGrid Innovations,Manufacturing,44.0,LinkedIn,IT Manager,Poland,Europe,Lost,2024-11-01
L45267,Ileana del Galán,ApexLogic Group,SaaS,32.0,Referral,VP Sales,Spain,Europe,Lost,2024-11-01
L45268,Warinder Saini,Novaforge Dynamics,Logistics,64.0,Trade Show,Operations Director,India,APAC,Lost,2024-11-01
L45269,Dũng Mai,Lumentrail Networks,Retail,55.0,Trade Show,CEO,Vietnam,APAC,Converted,2024-11-01
L45270,Katrin Lipp,CobaltBeam Systems,SaaS,27.0,Cold Call,IT Manager,Estonia,Europe,New,2024-11-01
L45271,Trọng Bùi,QuantumGrid Group,Education,63.0,Referral,IT Manager,Vietnam,APAC,Lost,2024-11-01
L45272,Bárbara Magalhães,Silvershift Labs,Retail,130.0,LinkedIn,Marketing Manager,Portugal,Europe,Contacted,2024-11-02
L45273,Marcus Sullivan,Primeshift Solutions,Healthcare,75.0,Website,Operations Director,Egypt,EMEA,Converted,2024-11-02
L45274,Ruta Pērkons,Lumenbeam Global,Healthcare,304.0,Webinar,Procurement Lead,Latvia,Europe,New,2024-11-02
L45275,Paulína Forgáčová,Skycore Ventures,Retail,125.0,Trade Show,Procurement Lead,Slovakia,Europe,Lost,2024-11-02
L45276,Рогов Болеслав Гурьевич,Lumenforge Technologies,FinServ,22.0,Webinar,IT Manager,Russia,Europe,New,2024-11-02
L45277,Tatjana Nazarov,Novalink Industries,Education,81.0,LinkedIn,Operations Director,Estonia,Europe,Lost,2024-11-02
L45278,Dr. Lakatos J. Miklós,Novatrail Partners,Education,47.0,Cold Call,Procurement Lead,Hungary,Europe,Contacted,2024-11-02
L45279,Ingrid Olofsson,VantageCove Dynamics,Logistics,79.0,Webinar,VP Sales,Sweden,Europe,Contacted,2024-11-03
L45280,श्री शुक्र के.सी,SummitPath Partners,FinServ,125.0,Website,Procurement Lead,Nepal,APAC,Lost,2024-11-03
L45281,Axinte Stancu,Vertexify Systems,Logistics,48.0,Website,CEO,Romania,Europe,New,2024-11-03
L45282,Дафинка Белоконска-Вражалска,Silverlogic Systems,Healthcare,139.0,Website,IT Manager,Bulgaria,Europe,Lost,2024-11-03
L45283,Edgardo Abascal Sierra,ApexWave Technologies,Retail,15.0,Cold Call,Procurement Lead,Venezuela,LATAM,New,2024-11-03
L45284,pani Aniela Miechowicz,Apexbeam Innovations,Education,59.0,Website,IT Manager,Poland,Europe,Lost,2024-11-03
L45285,Marie Duhamel,Quantumloop Technologies,Manufacturing,5.0,Referral,Operations Director,France,Europe,Unqualified,2024-11-03
L45286,Sven Nilsson,Summitify Systems,Retail,67.0,LinkedIn,Operations Director,Sweden,Europe,New,2024-11-03
L45287,Martha Henk,Vantagesphere Global,Logistics,20.0,LinkedIn,IT Manager,Germany,Europe,Contacted,2024-11-03
L45288,कुवेर शाह,Brightgrid Technologies,Logistics,131.0,LinkedIn,Procurement Lead,Nepal,APAC,Converted,2024-11-04
L45289,Татьяна Альбертовна Лихачева,CobaltIfy Innovations,FinServ,46.0,Referral,Operations Director,Kazakhstan,APAC,Converted,2024-11-04
L45290,Vusumuzi Mpungose,LumenLoop Enterprises,Logistics,81.0,Website,Marketing Manager,South Africa,EMEA,Lost,2024-11-04
L45291,Christine Robinson,Zenithcore Industries,Healthcare,60.0,Trade Show,Marketing Manager,Singapore,APAC,Contacted,2024-11-04
L45292,Roksana Kalota,NorthstarLoop Dynamics,FinServ,70.0,Cold Call,CEO,Poland,Europe,Contacted,2024-11-04
L45293,Stanisław Zinkiewicz,Orbitcore Systems,FinServ,630.0,Webinar,Operations Director,Poland,Europe,Lost,2024-11-04
L45294,אסף פישמן,Lumentrail Technologies,SaaS,101.0,Referral,IT Manager,Israel,EMEA,Converted,2024-11-04
L45295,Oba Ajala Bamiloye,VantageIfy Innovations,FinServ,142.0,LinkedIn,Marketing Manager,Nigeria,EMEA,Lost,2024-11-04
L45296,Rhonda Powell,CobaltShift Networks,FinServ,8.0,Trade Show,IT Manager,Australia,APAC,Lost,2024-11-04
L45297,Helen Franke,Northstarsphere Labs,Healthcare,220.0,Cold Call,Marketing Manager,Germany,Europe,Unqualified,2024-11-04
L45298,Ronald Gorlitz,CobaltWave Labs,SaaS,2758.0,LinkedIn,VP Sales,Germany,Europe,Contacted,2024-11-04
L45299,Ramona Zanichelli,Vertexlink Solutions,Manufacturing,452.0,Trade Show,IT Manager,Italy,Europe,New,2024-11-04
L45300,Sebastián Eleuterio Morell Ballester,Pioneergate Global,FinServ,53.0,Trade Show,VP Sales,Peru,LATAM,Lost,2024-11-04
L45301,Univ.Prof. Uschi Roht B.Eng.,VantageTrail Innovations,Manufacturing,1390.0,Referral,IT Manager,Germany,Europe,Lost,2024-11-04
L45302,Sakari Aalto-Pitkänen,BlueWave Dynamics,SaaS,93.0,Webinar,CEO,Finland,Europe,Lost,2024-11-04
L45303,Juhani Moilanen-Lehtonen,Novaloop Industries,Manufacturing,130.0,Trade Show,Marketing Manager,Finland,Europe,Lost,2024-11-04
L45304,Владимир Богданович Петухов,VertexShift Systems,Education,65.0,Webinar,Marketing Manager,Russia,Europe,Contacted,2024-11-04
L45305,אביב בכר,Lumenforge Group,Manufacturing,63.0,LinkedIn,Operations Director,Israel,EMEA,Lost,2024-11-04
L45306,Тимофій Засенко,SkyShift Labs,Education,6.0,Webinar,VP Sales,Ukraine,Europe,New,2024-11-04
L45307,Kayıt Tekecan Kısakürek,LumenLoop Group,Education,231.0,Trade Show,Procurement Lead,Turkey,EMEA,Lost,2024-11-04
L45308,Jennifer Martin,Blueshift Global,Logistics,63.0,Cold Call,CEO,Malta,Europe,Lost,2024-11-05
L45309,Dr. Kovács Tamásné,Silverwave Solutions,Healthcare,215.0,LinkedIn,VP Sales,Hungary,Europe,New,2024-11-05
L45310,Miss Gillian Payne,Zenithcove Ventures,Logistics,34.0,Referral,Procurement Lead,United Kingdom,Europe,Lost,2024-11-05
L45311,Jeremi Sieradzan,Nexsphere Technologies,Healthcare,84.0,Referral,CEO,Poland,Europe,Converted,2024-11-05
L45312,Виржиния Катърова,Vantageify Labs,SaaS,95.0,Cold Call,Procurement Lead,Bulgaria,Europe,Contacted,2024-11-05
L45313,المهندسة هنادي شاهين,Zenithshift Group,Education,134 emp,Webinar,Marketing Manager,Palestine,EMEA,Lost,2024-11-05
L45314,Octaviu Ababei,Lumengate Ventures,Retail,24.0,Trade Show,IT Manager,Romania,Europe,Lost,2024-11-05
L45315,Мортадела Сланинкова,Summitbeam Technologies,Retail,50.0,Webinar,CEO,Bulgaria,Europe,Lost,2024-11-05
L45316,Fiona McDonald,Skybeam Solutions,Education,162.0,Referral,Marketing Manager,New Zealand,APAC,Lost,2024-11-05
L45317,Ljudmila Filatov,Crestloop Technologies,Education,219.0,Website,Marketing Manager,Estonia,Europe,Lost,2024-11-05
L45318,Morena Garcia,ZenithIfy Labs,Healthcare,110.0,Webinar,Procurement Lead,Argentina,LATAM,New,2024-11-05
L45319,Jasna volk,Orbitify Enterprises,SaaS,59.0,Webinar,Procurement Lead,Slovenia,Europe,Lost,2024-11-05
L45320,Macarena Peiró Mulet,Cobaltforge Dynamics,FinServ,100.0,Cold Call,IT Manager,Spain,Europe,Lost,2024-11-05
L45321,तोप्ला थापा,Primelink Ventures,Healthcare,247.0,Cold Call,IT Manager,Nepal,APAC,Unqualified,2024-11-05
L45322,Nikita Simpson,Pioneerlink Global,Education,114.0,Trade Show,CEO,New Zealand,APAC,Converted,2024-11-05
L45323,문채원,Nexlogic Ventures,SaaS,21.0,Cold Call,VP Sales,South Korea,APAC,Lost,2024-11-05
L45324,Dr Edward Heath,SilverLogic Dynamics,FinServ,23.0,Trade Show,CEO,United Kingdom,Europe,Lost,2024-11-05
L45325,Jessica Moore,Primegate Global,FinServ,94.0,Referral,VP Sales,Luxembourg,Europe,Unqualified,2024-11-05
L45326,ইকবাল উদ্দিন,Silvergrid Group,FinServ,12.0,LinkedIn,CEO,Bangladesh,APAC,Converted,2024-11-05
L45327,Catarina Soares,Brighttrail Solutions,Manufacturing,232.0,Trade Show,Operations Director,Portugal,Europe,Converted,2024-11-05
L45328,Meveddet Manço Akçay,ApexCore Global,Logistics,29.0,Referral,IT Manager,Turkey,EMEA,Unqualified,2024-11-05
L45329,pani Lidia Kłósek,PioneerGate Group,Manufacturing,22.0,Cold Call,Operations Director,Poland,Europe,Lost,2024-11-05
L45330,Emilia Matikainen-Kangas,Zenithbeam Systems,SaaS,682.0,Webinar,IT Manager,Finland,Europe,Contacted,2024-11-05
L45331,Maryline Lambot,ApexCove Global,FinServ,48.0,Trade Show,IT Manager,Belgium,Europe,Converted,2024-11-05
L45332,Kathryn Farrell,PrimeGate Labs,SaaS,126.0,Website,CEO,Singapore,APAC,Converted,2024-11-06
L45333,আজাদ মোড়ল,CrestWave Global,Logistics,650.0,Trade Show,Operations Director,Bangladesh,APAC,Lost,2024-11-06
L45334,Antonietta Tasca,CrestTrail Industries,Healthcare,430.0,Trade Show,Operations Director,Italy,Europe,Converted,2024-11-06
L45335,جهراء بنو شيبان,ZenithSphere Networks,Healthcare,110.0,Referral,CEO,United Arab Emirates,EMEA,Contacted,2024-11-06
L45336,송혜진,BlueLogic Systems,Education,42.0,Cold Call,CEO,South Korea,APAC,Lost,2024-11-06
L45337,Maribel Elías Reig,Crestforge Solutions,Healthcare,5.0,LinkedIn,CEO,Peru,LATAM,New,2024-11-06
L45338,Dr(a). Simon Fernandez,Crestloop Innovations,Retail,16.0,Webinar,Procurement Lead,Argentina,LATAM,Lost,2024-11-06
L45339,Russell Quinn,PrimeLoop Enterprises,Logistics,9.0,Webinar,Marketing Manager,Luxembourg,Europe,New,2024-11-06
L45340,Кира Захаровна Григорьева,Silverlink Global,Logistics,15.0,Webinar,Procurement Lead,Kazakhstan,APAC,New,2024-11-06
L45341,สุปรานี ทศโยธิน,SilverTrail Systems,Retail,858.0,Trade Show,IT Manager,Thailand,APAC,New,2024-11-06
L45342,Chris Owens,NovaCore Ventures,Healthcare,19.0,Webinar,Procurement Lead,Canada,North America,Lost,2024-11-06
L45343,"Līce, Daina",Cobaltlogic Technologies,Education,25.0,Referral,IT Manager,Latvia,Europe,Converted,2024-11-06
L45344,Miranda Schultz,DeltaLoop Ventures,Education,29.0,Referral,Procurement Lead,Bosnia and Herzegovina,Europe,New,2024-11-06
L45345,류민지,PioneerLoop Partners,Education,2035.0,LinkedIn,IT Manager,South Korea,APAC,Unqualified,2024-11-06
L45346,Trọng Lê,Pioneerbeam Systems,FinServ,83.0,Webinar,IT Manager,Vietnam,APAC,Converted,2024-11-06
L45347,Др. Вишка Чупетловска,Vertexshift Ventures,FinServ,296.0,Website,Procurement Lead,Bulgaria,Europe,Contacted,2024-11-06
L45348,David Davis,Vertexwave Innovations,FinServ,111.0,Webinar,IT Manager,Jordan,EMEA,Lost,2024-11-06
L45349,Trinidad Saucedo,CobaltSphere Partners,FinServ,8.0,Referral,Procurement Lead,Mexico,LATAM,Converted,2024-11-06
L45350,Colleen Carter,SilverGrid Labs,Retail,566.0,Cold Call,CEO,Malaysia,APAC,Unqualified,2024-11-06
L45351,المهندس غطفان ترابين,BrightLoop Ventures,Healthcare,145.0,Cold Call,Marketing Manager,Palestine,EMEA,Lost,2024-11-06
L45352,Raúl Iván Aparicio Tamayo,ApexShift Labs,Manufacturing,,Webinar,IT Manager,Mexico,LATAM,Lost,2024-11-06
L45353,Klaudia Sklenáriková,CobaltSphere Industries,SaaS,744.0,Cold Call,CEO,Slovakia,Europe,Lost,2024-11-06
L45354,Kim Spruyt,Lumengrid Group,Education,59.0,Webinar,Marketing Manager,Netherlands,Europe,Lost,2024-11-07
L45355,Eimear Mooney-McAnally,DeltaBeam Labs,Manufacturing,68.0,Cold Call,Procurement Lead,Ireland,Europe,Converted,2024-11-07
L45356,Ricarda Felicidad Gallo Barriga,Quantumtrail Enterprises,SaaS,80.0,Website,Procurement Lead,Venezuela,LATAM,Lost,2024-11-07
L45357,Hồng Hoàng,Apexbeam Solutions,Education,94.0,Referral,IT Manager,Vietnam,APAC,Lost,2024-11-07
L45358,Гурьева Лукия Федоровна,Vantagecore Ventures,Logistics,102.0,Trade Show,Procurement Lead,Russia,Europe,Converted,2024-11-07
L45359,Magyar Péterné,Deltashift Partners,Manufacturing,44.0,Trade Show,Operations Director,Hungary,Europe,Lost,2024-11-07
L45360,समुन्‍द्र ठकुरी,LumenForge Innovations,Logistics,147.0,Referral,IT Manager,Nepal,APAC,Converted,2024-11-07
L45361,Андреев Велимир Бориславович,NexIfy Global,Manufacturing,23.0,LinkedIn,VP Sales,Russia,Europe,New,2024-11-07
L45362,Ángela Norma Ramírez Garrido,Nexcore Solutions,Logistics,130.0,Referral,Marketing Manager,Chile,LATAM,Lost,2024-11-07
L45363,Silvia Bobulová,ZenithCove Ventures,FinServ,14.0,Webinar,Operations Director,Slovakia,Europe,Contacted,2024-11-07
L45364,Tracy Wood,Brightlogic Partners,FinServ,21.0,Cold Call,CEO,Malaysia,APAC,Lost,2024-11-07
L45365,Tú Phạm,Skygate Dynamics,Retail,38.0,LinkedIn,VP Sales,Vietnam,APAC,Lost,2024-11-07
L45366,Eidvilė Žukauskas,VantageLink Dynamics,Healthcare,113.0,Trade Show,IT Manager,Lithuania,Europe,Lost,2024-11-07
L45367,Nhật Xuân Đặng,VantageWave Networks,Logistics,119.0,LinkedIn,Operations Director,Vietnam,APAC,Converted,2024-11-07
L45368,Utz Mosemann,Quantumgate Systems,Healthcare,32.0,Cold Call,Marketing Manager,Germany,Europe,Lost,2024-11-07
L45369,Ronith Bora,BlueIfy Dynamics,FinServ,16.0,Trade Show,Operations Director,India,APAC,Contacted,2024-11-07
L45370,Dr. Justina Nissen,Cobaltforge Solutions,Logistics,382.0,Website,VP Sales,Denmark,Europe,Converted,2024-11-07
L45371,Pangeran Situmorang,Deltapath Global,Manufacturing,97.0,Cold Call,VP Sales,Indonesia,APAC,Lost,2024-11-07
L45372,Uz. Gülter Yosma Soylu,Novaloop Labs,Healthcare,76.0,Cold Call,Operations Director,Turkey,EMEA,Contacted,2024-11-07
L45373,Johan Olivier,Lumengate Technologies,Retail,139.0,LinkedIn,VP Sales,Belgium,Europe,Contacted,2024-11-07
L45374,Кудряшов Ферапонт Владиленович,LumenCove Industries,SaaS,28.0,Webinar,IT Manager,Russia,Europe,Lost,2024-11-07
L45375,Szűcsné Dr. Fábián Nóra,Primeshift Solutions,Logistics,325.0,Trade Show,Marketing Manager,Hungary,Europe,Lost,2024-11-07
L45376,Thabisile Jibela,Silverlink Technologies,Healthcare,179.0,Website,Marketing Manager,South Africa,EMEA,Lost,2024-11-07
L45377,Valeria del Pavón,QuantumLink Systems,Healthcare,64.0,Webinar,Marketing Manager,Venezuela,LATAM,Unqualified,2024-11-07
L45378,Basilio Villaverde Noriega,Brightforge Ventures,Logistics,83.0,LinkedIn,VP Sales,Venezuela,LATAM,New,2024-11-08
L45379,Mahdi Maheen,CobaltLogic Solutions,Education,367.0,Webinar,Procurement Lead,Pakistan,APAC,Contacted,2024-11-08
L45380,Jacob Jackson,Bluegrid Solutions,Logistics,71.0,Referral,IT Manager,Bosnia and Herzegovina,Europe,Contacted,2024-11-08
L45381,श्री निरज के.सी.,Cobaltshift Labs,SaaS,89.0,LinkedIn,CEO,Nepal,APAC,Lost,2024-11-08
L45382,Camila Muñoz Castillo,ZenithBeam Group,Manufacturing,572.0,Website,Marketing Manager,Chile,LATAM,Contacted,2024-11-08
L45383,Xenia Jørgensen,SkyCove Enterprises,Healthcare,320.0,Website,CEO,Denmark,Europe,Lost,2024-11-08
L45384,Janis Albrecht,Pioneerwave Industries,Education,391.0,Webinar,Marketing Manager,Switzerland,Europe,Lost,2024-11-08
L45385,Παντελεήμων Σπανουδάκης,ApexSphere Ventures,FinServ,2003.0,Trade Show,Operations Director,Greece,Europe,Lost,2024-11-08
L45386,Candelas Pavón Lastra,Northstarwave Labs,Education,173.0,Referral,Procurement Lead,Venezuela,LATAM,Lost,2024-11-08
L45387,Maria Rantanen,NexPath Solutions,Retail,133.0,Cold Call,Marketing Manager,Finland,Europe,Lost,2024-11-08
L45388,Cynthia Doyle,Quantumloop Dynamics,Healthcare,459.0,Cold Call,IT Manager,Canada,North America,Converted,2024-11-08
L45389,Monica Lloyd,Pioneerify Partners,Retail,977.0,Trade Show,VP Sales,Bosnia and Herzegovina,Europe,New,2024-11-08
L45390,ტარიელ კუბლაშვილი,Apexwave Global,Manufacturing,43.0,Webinar,Procurement Lead,Georgia,EMEA,Unqualified,2024-11-08
L45391,Sessa Olivas de León,VantagePath Global,Manufacturing,70 emp,Trade Show,IT Manager,Mexico,LATAM,New,2024-11-08
L45392,Barbara Harris,Lumenpath Systems,Healthcare,26.0,Trade Show,CEO,Canada,North America,Lost,2024-11-08
L45393,พิมพ์สุดา กุมารบุญ,Northstarlogic Dynamics,Logistics,135.0,Website,IT Manager,Thailand,APAC,Converted,2024-11-08
L45394,Ganga Bera,Northstarlink Technologies,Retail,261.0,Webinar,Operations Director,India,APAC,Converted,2024-11-08
L45395,"Ābola, Fricis",Skygrid Partners,SaaS,28.0,LinkedIn,VP Sales,Latvia,Europe,Converted,2024-11-08
L45396,Г-н Йовцо Кърков,NorthstarGrid Group,Healthcare,350.0,Trade Show,Marketing Manager,Bulgaria,Europe,Converted,2024-11-08
