opportunity_id,lead_id,deal_value,stage,owner,open_date,expected_close_date,actual_close_date
O41147,L45462,12382,Closed-Lost,Harold Bennett,2024-11-28,2025-01-24,2025-02-07
O41148,L45466,12871,Closed-Lost,Brandon Gonzales,2024-11-14,2025-02-01,2025-02-22
O41149,L45468,21882,Closed-Lost,Madison Fields,2024-12-02,2025-01-08,2025-02-04
O41150,L45469,4770,Closed-Won,Brittany Gutierrez,2024-11-24,2025-02-18,2025-02-18
O41151,L45470,81597,Closed-Lost,Nicole Allen,2024-11-26,2025-01-31,2025-02-03
O41152,L45471,14615,Closed-Won,Austin Mcdonald,2024-11-17,2025-02-12,2025-03-01
O41153,L45472,3009,Closed-Lost,Joseph Powers,2024-12-01,2024-12-31,2024-12-29
O41154,L45473,563612,Closed-Lost,Jessica Romero,2024-11-21,2025-01-12,2025-01-11
O41155,L45474,19576,Closed-Lost,Dustin Patrick,2024-11-21,2025-01-29,2025-01-27
O41156,L45476,16174,Closed-Lost,Sandra Crawford,2024-11-15,2025-02-05,2025-02-09
O41157,L45477,5598,Closed-Lost,Isabella Ferrell,2024-11-18,2025-01-09,2025-02-08
O41158,L45478,22781,Closed-Won,Bruce Mckenzie,2024-12-01,2024-12-25,2024-12-31
O41159,L45479,33152,Closed-Lost,Scott Crosby,2024-12-02,2025-02-11,2025-02-25
O41160,L45481,17883,Closed-Lost,Andrew Smith,2024-11-22,2024-12-28,2025-01-12
O41161,L45483,56756,Closed-Lost,Richard Lynn,2024-12-02,2025-02-09,2025-02-18
O41162,L45484,69026,Closed-Won,Erin Williams,2024-11-21,2024-12-29,2025-01-14
O41163,L45486,23960,Closed-Lost,Jennifer Bryan,2024-11-21,2025-01-03,2025-01-19
O41164,L45487,15949,Closed-Lost,Chloe Johnson,2024-11-17,2024-12-08,2024-12-16
O41165,L45488,16849,Closed-Lost,Jillian Lee,2024-11-22,2025-02-03,2025-02-22
O41166,L45490,926,Closed-Lost,Denise Wood,2024-11-17,2025-01-05,2025-01-17
O41167,L45491,22147,Closed-Lost,Anthony Perkins,2024-11-15,2025-01-31,2025-02-01
O41168,L45493,3712,Closed-Won,Shannon Pope,2024-11-26,2024-12-31,2025-01-03
O41169,L45494,30279,Closed-Won,Clinton Owens,2024-11-26,2025-01-17,2025-01-16
O41170,L45495,20554,Closed-Lost,Tammy Moss,2024-11-18,2024-12-29,2025-01-03
O41171,L45496,42659,Closed-Lost,Bradley Contreras Jr.,2024-11-19,2025-01-24,2025-02-09
O41172,L45498,16617,Closed-Lost,Julia Moreno,2024-11-24,2024-12-30,2025-01-11
O41173,L45499,13937,Closed-Lost,James Butler,2024-12-03,2025-02-22,2025-03-08
O41174,L45501,31301,Closed-Lost,Kathy Thornton,2024-11-23,2025-02-16,2025-02-12
O41175,L45505,5294,Closed-Won,George Mejia,2024-11-23,2025-01-12,2025-01-27
O41176,L45507,14847,Closed-Lost,James Bennett,2024-12-03,2025-02-04,2025-02-25
O41177,L45508,35066,Closed-Won,Alec Willis,2024-11-26,2025-02-04,2025-02-12
O41178,L45512,16439,Closed-Lost,Emily Lee,2024-11-18,2025-01-03,2025-01-28
O41179,L45513,3254,Closed-Lost,Charles Robinson,2024-12-02,2025-02-11,2025-02-10
O41180,L45514,41643,Closed-Lost,Derrick Gibson,2024-12-05,2025-02-01,2025-02-25
O41181,L45516,1682,Closed-Lost,Brianna Taylor,2024-11-16,2024-12-19,2025-01-07
O41182,L45517,18941,Closed-Lost,David Yu,2024-11-28,2025-01-18,2025-02-12
O41183,L45519,8332,Closed-Lost,Jennifer Richards,2024-11-17,2025-01-30,2025-02-11
O41184,L45520,114178,Closed-Lost,Gerald Roberts III,2024-11-23,2025-01-24,2025-02-09
O41185,L45521,68369,Closed-Lost,Joanna Hayden,2024-12-03,2025-02-26,2025-03-24
O41186,L45522,26941,Closed-Lost,Michelle Jackson,2024-11-20,2025-01-20,2025-02-14
O41187,L45525,12183,Closed-Lost,Debbie Miranda,2024-11-28,2025-02-03,2025-01-30
O41188,L45526,40009,Closed-Lost,Spencer Jimenez,2024-11-20,2025-01-15,2025-01-29
O41189,L45527,13721,Closed-Lost,Ashley Roberson,2024-11-30,2025-01-01,2025-01-02
O41190,L45528,53953,Closed-Won,Carol Davis,2024-12-04,2024-12-30,2025-01-09
O41191,L45530,46969,Closed-Lost,Linda Chapman,2024-12-02,2025-01-15,2025-02-14
O41192,L45531,17152,Closed-Lost,Terri Lowe,2024-12-02,2024-12-25,2025-01-02
O41193,L45532,4570,Closed-Won,Chad Vazquez,2024-12-03,2025-03-01,2025-03-11
O41194,L45533,8408,Closed-Lost,Paul Campbell,2024-11-26,2025-01-01,2025-01-17
O41195,L45536,28714,Closed-Won,Casey Boyd,2024-11-18,2024-12-26,2025-01-13
O41196,L45541,43019,Closed-Lost,Felicia Padilla,2024-12-02,2025-02-28,2025-03-11
O41197,L45543,8448,Closed-Won,Megan Clark,2024-11-21,2025-01-12,2025-01-25
O41198,L45544,4850,Closed-Lost,Daniel Rose,2024-11-23,2025-01-21,2025-02-14
O41199,L45545,1551,Closed-Lost,Veronica Thompson,2024-11-29,2025-02-09,2025-03-04
O41200,L45546,18677,Closed-Lost,Larry Smith,2024-11-22,2024-12-24,2025-01-13
O41201,L45547,126042,Closed-Lost,Craig Roberts,2024-11-29,2025-01-15,2025-02-04
O41202,L45548,13968,Closed-Won,Jeremy Morgan,2024-11-26,2025-01-12,2025-01-17
O41203,L45549,5022,Closed-Lost,Lori Harrell,2024-12-05,2025-02-02,2025-01-28
O41204,L45550,8122,Closed-Lost,Charles Bird,2024-11-19,2025-01-08,2025-02-07
O41205,L45551,14768,Closed-Lost,Meredith Henry,2024-11-24,2025-01-16,2025-01-17
O41206,L45552,9076,Closed-Lost,Sarah Smith,2024-12-07,2024-12-31,2025-01-12
O41207,L45553,22560,Closed-Lost,Michelle Watson,2024-11-27,2025-01-28,2025-02-16
O41208,L45554,26697,Closed-Lost,Jacob Bond,2024-12-06,2025-02-07,2025-02-22
O41209,L45557,23418,Closed-Lost,Joseph Mann,2024-11-20,2025-01-18,2025-01-16
O41210,L45558,14172,Closed-Won,Patricia Contreras,2024-11-30,2024-12-28,2024-12-28
O41211,L45560,41378,Closed-Lost,James Allen,2024-12-07,2025-01-28,2025-02-27
O41212,L45562,7116,Closed-Won,Jessica Harris,2024-12-06,2024-12-30,2025-01-14
O41213,L45565,167310,Closed-Lost,Ryan Spencer,2024-11-24,2025-01-06,2025-01-08
O41214,L45566,42858,Closed-Won,Jason Myers,2024-11-22,2025-01-29,2025-02-02
O41215,L45567,56824,Closed-Won,Marvin Goodwin,2024-12-06,2025-02-19,2025-02-28
O41216,L45569,76085,Closed-Won,Melanie Smith,2024-11-30,2025-02-03,2025-02-18
O41217,L45572,1035,Closed-Lost,Anne Orr,2024-12-06,2025-03-03,2025-03-18
O41218,L45573,35686,Closed-Won,Brenda White,2024-11-28,2025-02-15,2025-02-16
O41219,L45575,8033,Closed-Lost,William Holland,2024-12-08,2025-02-08,2025-02-22
O41220,L45576,5249,Closed-Lost,Jeremy Barr,2024-12-10,2025-02-10,2025-02-05
O41221,L45577,83643,Closed-Lost,Jennifer Christensen,2024-12-05,2024-12-29,2025-01-20
O41222,L45580,27539,Closed-Lost,Michael Daniels,2024-12-03,2025-02-02,2025-02-28
O41223,L45582,2418,Closed-Won,Mary Martin,2024-12-06,2025-01-29,2025-02-10
O41224,L45584,43112,Closed-Lost,Karl Sullivan,2024-11-21,2025-01-31,2025-02-16
O41225,L45585,169908,Closed-Lost,Julie Leblanc,2024-11-22,2025-02-13,2025-03-13
O41226,L45586,20465,Closed-Won,Susan Castillo,2024-11-21,2025-01-24,2025-01-31
O41227,L45587,125686,Closed-Lost,Julie Walker,2024-12-02,2025-01-16,2025-01-18
O41228,L45588,6202,Closed-Lost,Sharon Miller,2024-12-04,2024-12-27,2025-01-02
O41229,L45590,27143,Closed-Lost,Dr. Dominique Hall,2024-12-10,2025-02-05,2025-03-01
O41230,L45592,2694,Closed-Lost,Justin Kirk,2024-12-02,2025-01-20,2025-02-15
O41231,L45593,31657,Closed-Lost,Ruben Harvey,2024-11-29,2025-01-13,2025-02-04
O41232,L45594,12846,Closed-Lost,Scott Serrano,2024-12-05,2024-12-27,2024-12-29
O41233,L45596,3337,Closed-Lost,Lori Richardson,2024-11-28,2025-01-10,2025-02-01
O41234,L45599,315,Closed-Lost,Ashley Wood,2024-12-04,2024-12-27,2025-01-11
O41235,L45600,1055,Closed-Lost,Caroline Williams,2024-12-04,2025-01-28,2025-02-10
O41236,L45601,10001,Closed-Lost,Caroline Hughes,2024-12-03,2025-02-15,2025-02-12
O41237,L45602,10699,Closed-Lost,Tracy Manning,2024-11-28,2025-01-22,2025-02-02
O41238,L45603,3602,Closed-Lost,Gary Atkins,2024-11-23,2025-01-02,2025-01-05
O41239,L45604,3982,Closed-Lost,Cindy Harris,2024-12-05,2025-02-26,2025-03-18
O41240,L45605,15634,Closed-Lost,Tamara Tucker,2024-11-29,2025-01-12,2025-01-09
O41241,L45608,51779,Closed-Lost,Craig Hale,2024-12-04,2025-02-11,2025-03-07
O41242,L45611,3968,Closed-Lost,Michael Gutierrez,2024-11-24,2025-02-02,2025-02-11
O41243,L45614,8729,Closed-Lost,Christy Matthews,2024-12-01,2025-02-19,2025-03-12
O41244,L45616,35384,Closed-Won,James Johnson,2024-11-30,2025-01-05,2024-12-29
O41245,L45618,556,Closed-Lost,Holly Ibarra,2024-11-30,2025-02-11,2025-02-12
O41246,L45621,4936,Closed-Won,Anthony Crane,2024-11-26,2025-02-21,2025-02-21
O41247,L45623,11983,Closed-Lost,Brandi Moore,2024-11-29,2024-12-23,2024-12-29
O41248,L45624,139898,Closed-Lost,Susan Mckee,2024-11-28,2024-12-28,2024-12-30
O41249,L45626,16476,Closed-Lost,Donald Ward,2024-11-25,2025-01-06,2025-01-26
O41250,L45627,4212,Closed-Lost,Rhonda Alvarado,2024-11-24,2024-12-22,2025-01-05
O41251,L45628,2910,Closed-Lost,William Fuller,2024-12-11,2025-02-14,2025-02-13
O41252,L45629,6267,Closed-Lost,Heidi Grant,2024-12-04,2025-01-16,2025-01-14
O41253,L45631,15805,Closed-Won,Robert Torres,2024-12-01,2025-01-14,2025-01-04
O41254,L45632,7448,Closed-Lost,Joseph Collins,2024-12-12,2025-03-12,2025-03-24
O41255,L45633,10094,Closed-Won,Samuel Washington,2024-11-29,2024-12-31,2025-01-13
O41256,L45634,7151,Closed-Lost,Alexis Castillo,2024-11-29,2025-01-20,2025-01-22
O41257,L45635,6987,Closed-Lost,Monica Pacheco DDS,2024-11-29,2024-12-22,2024-12-22
O41258,L45637,24033,Closed-Lost,Rick Cardenas,2024-11-24,2024-12-25,2024-12-30
O41259,L45639,44616,Closed-Won,Barbara Marsh,2024-12-12,2025-01-14,2025-01-31
O41260,L45641,33889,Closed-Lost,Julie Barron,2024-11-24,2025-02-13,2025-02-10
O41261,L45642,48500,Closed-Lost,Curtis Holmes,2024-11-25,2024-12-18,2025-01-01
O41262,L45644,47656,Closed-Lost,Emily Collins,2024-12-08,2025-01-31,2025-01-28
O41263,L45645,7739,Closed-Lost,Nicole Dixon,2024-12-02,2024-12-27,2025-01-19
O41264,L45647,40116,Closed-Lost,Brian Tate,2024-11-26,2025-01-08,2025-01-11
O41265,L45648,15432,Closed-Lost,Leslie Wilson,2024-11-25,2025-01-27,2025-02-03
O41266,L45650,762,Closed-Lost,Chad Harmon,2024-11-29,2025-01-16,2025-01-28
O41267,L45651,206027,Closed-Lost,Timothy Faulkner,2024-12-04,2025-02-02,2025-02-06
O41268,L45652,7339,Closed-Lost,Katie Hudson,2024-12-02,2025-02-15,2025-02-12
O41269,L45654,48988,Closed-Won,Anita Davis,2024-12-09,2025-02-25,2025-02-23
O41270,L45657,49448,Closed-Lost,Christian Hernandez,2024-11-29,2025-01-27,2025-02-26
O41271,L45658,16839,Closed-Won,Kayla Gallagher,2024-11-26,2024-12-28,2024-12-27
O41272,L45659,21959,Closed-Lost,David Rhodes DVM,2024-12-01,2024-12-30,2025-01-21
O41273,L45660,38768,Closed-Won,Jamie Snyder,2024-12-09,2025-02-12,2025-02-12
O41274,L45662,14079,Closed-Lost,Ian Gallegos,2024-12-01,2025-02-14,2025-02-23
O41275,L45663,4252,Closed-Lost,Lisa Hall,2024-12-03,2025-02-06,2025-02-25
O41276,L45664,108199,Closed-Lost,Mary Davila,2024-12-08,2025-03-03,2025-03-06
O41277,L45665,14855,Closed-Lost,Susan Sanchez,2024-11-26,2025-01-17,2025-01-20
O41278,L45667,2017,Closed-Won,Paul Watson,2024-11-28,2025-01-06,2025-01-23
O41279,L45668,140604,Closed-Lost,Jamie Weaver,2024-11-26,2025-02-16,2025-03-01
O41280,L45669,27948,Closed-Lost,Donald Weaver,2024-12-10,2025-03-01,2025-02-27
O41281,L45670,167971,Closed-Lost,Melissa Patel,2024-11-27,2025-02-21,2025-03-04
O41282,L45671,62021,Closed-Lost,Danielle Johnson,2024-12-09,2025-03-05,2025-03-15
O41283,L45672,1007,Closed-Lost,Robert Williams,2024-12-06,2025-01-05,2025-01-24
O41284,L45673,70283,Closed-Lost,Ryan Ramos,2024-12-01,2025-01-11,2025-02-10
O41285,L45674,79088,Closed-Lost,Christopher Anderson,2024-12-12,2025-01-08,2025-01-26
O41286,L45675,34063,Closed-Won,Barry Carson,2024-11-28,2024-12-30,2024-12-27
O41287,L45676,67473,Closed-Lost,Melissa Thompson,2024-12-05,2025-03-01,2025-03-19
O41288,L45678,12940,Closed-Lost,William Weber,2024-11-30,2025-01-03,2025-01-10
O41289,L45679,11418,Closed-Lost,Hannah Velez,2024-12-03,2025-02-05,2025-02-14
O41290,L45683,15419,Closed-Lost,Laura Logan,2024-12-06,2025-01-27,2025-01-22
O41291,L45684,25701,Closed-Lost,Phillip Bowman,2024-12-04,2025-02-14,2025-02-16
O41292,L45685,58675,Closed-Won,Jermaine Cook,2024-12-07,2025-02-16,2025-02-28
O41293,L45691,4494,Closed-Lost,Joseph Roberts,2024-12-04,2025-02-01,2025-02-14
O41294,L45692,23464,Closed-Lost,Francisco Barrett,2024-12-05,2025-01-30,2025-02-08
O41295,L45693,4234,Closed-Won,Kevin Walsh,2024-11-28,2025-01-17,2025-01-30
O41296,L45696,46090,Closed-Lost,Ronald Rivers,2024-12-04,2024-12-26,2025-01-03
O41297,L45697,4391,Closed-Lost,Aaron Stanley,2024-11-29,2024-12-20,2025-01-10
O41298,L45698,6391,Closed-Lost,Dana Marshall,2024-12-17,2025-02-22,2025-02-17
O41299,L45699,28613,Closed-Lost,Parker Conley,2024-12-07,2025-01-01,2025-01-28
O41300,L45700,5099,Closed-Lost,Cynthia Ramsey,2024-12-05,2025-01-11,2025-01-06
O41301,L45705,10958,Closed-Lost,Michael Hill,2024-12-02,2025-02-24,2025-02-19
O41302,L45706,83201,Closed-Lost,Matthew Martin,2024-11-30,2025-02-25,2025-02-27
O41303,L45707,274687,Closed-Lost,Nicholas Martinez,2024-12-08,2025-02-06,2025-02-01
O41304,L45708,121847,Closed-Lost,Martin Harmon DDS,2024-12-06,2025-02-06,2025-02-05
O41305,L45709,12624,Closed-Won,Jacob Pace,2024-12-02,2025-03-01,2025-02-21
O41306,L45710,30432,Closed-Lost,Tammy White,2024-12-06,2025-02-24,2025-03-16
O41307,L45711,7596,Closed-Lost,Tara Scott,2024-12-18,2025-01-16,2025-01-20
O41308,L45712,26640,Closed-Lost,Ashley Freeman,2024-12-17,2025-02-20,2025-03-22
O41309,L45713,35495,Closed-Won,Victoria Brown,2024-12-11,2025-01-05,2025-01-16
O41310,L45714,12985,Closed-Lost,John Mcfarland,2024-12-10,2025-03-08,2025-03-06
O41311,L45715,30697,Closed-Lost,Kimberly Mckee,2024-12-05,2025-01-27,2025-02-05
O41312,L45716,33352,Closed-Won,Amanda Lewis,2024-12-13,2025-01-20,2025-01-27
O41313,L45718,40669,Closed-Won,Brian Rivera,2024-12-15,2025-03-12,2025-03-11
O41314,L45720,15793,Closed-Lost,Jennifer Johnson,2024-12-01,2024-12-31,2024-12-31
O41315,L45722,7195,Closed-Lost,Jerry Davis,2024-12-03,2025-01-10,2025-01-13
O41316,L45728,165753,Closed-Lost,Andre Lutz,2024-12-16,2025-03-05,2025-03-27
O41317,L45729,14735,Closed-Lost,Deanna Crawford,2024-12-07,2025-03-01,2025-03-04
O41318,L45730,12751,Closed-Lost,Tracey Smith,2024-12-18,2025-03-14,2025-04-07
O41319,L45731,11845,Closed-Won,Janice Baker,2024-11-30,2025-01-27,2025-02-03
O41320,L45733,44659,Closed-Lost,Brandi Rivas,2024-12-16,2025-01-17,2025-01-17
O41321,L45734,16511,Closed-Lost,Joseph Ford,2024-12-15,2025-01-20,2025-02-03
O41322,L45736,10652,Closed-Lost,Kevin Hall,2024-12-02,2025-01-06,2025-01-31
O41323,L45738,10819,Closed-Won,Jennifer Larson,2024-12-10,2025-03-07,2025-03-19
O41324,L45741,3507,Closed-Lost,Danielle Vang,2024-12-11,2025-01-02,2025-01-19
O41325,L45742,7568,Closed-Lost,Jordan Fernandez,2024-12-17,2025-02-25,2025-03-18
O41326,L45744,33758,Closed-Lost,Catherine Mcintyre,2024-11-30,2025-01-04,2025-01-01
O41327,L45745,12618,Closed-Lost,Jennifer Martin,2024-11-30,2025-01-08,2025-01-08
O41328,L45746,3228,Closed-Lost,Michael Sanchez,2024-11-30,2025-02-16,2025-02-13
O41329,L45748,116594,Closed-Lost,Robin Edwards,2024-12-01,2025-02-02,2025-01-31
O41330,L45753,3938,Closed-Won,Heather Alexander,2024-12-19,2025-02-25,2025-03-09
O41331,L45756,1503,Closed-Won,Melissa Gilmore,2024-12-14,2025-01-05,2025-01-23
O41332,L45757,24405,Closed-Lost,Jon White,2024-12-18,2025-02-17,2025-03-06
O41333,L45760,6781,Closed-Lost,Sarah Tucker,2024-12-19,2025-03-04,2025-03-16
O41334,L45764,1980,Closed-Lost,Amy Wells,2024-12-07,2025-01-26,2025-01-29
O41335,L45766,4503,Closed-Lost,Linda Jones,2024-12-02,2025-01-03,2025-01-03
O41336,L45768,1080,Closed-Lost,Andrew Nolan,2024-12-21,2025-01-13,2025-01-20
O41337,L45769,127339,Closed-Lost,Joy Hancock,2024-12-03,2025-01-08,2025-01-13
O41338,L45773,83570,Closed-Lost,Raven Singleton,2024-12-10,2025-02-24,2025-03-11
O41339,L45776,18154,Closed-Lost,Ruth Richards,2024-12-16,2025-02-14,2025-03-01
O41340,L45778,17324,Closed-Lost,Gordon Reyes,2024-12-11,2025-03-04,2025-03-16
O41341,L45781,18268,Closed-Lost,Monica Boyle,2024-12-06,2025-02-16,2025-02-13
O41342,L45786,76061,Closed-Lost,Rhonda Wall,2024-12-08,2025-01-09,2025-02-06
O41343,L45787,15862,Closed-Lost,Jordan Patterson,2024-12-21,2025-02-07,2025-03-01
O41344,L45788,1361,Closed-Lost,John Campbell,2024-12-16,2025-03-02,2025-03-02
O41345,L45789,19737,Closed-Lost,Daniel Luna,2024-12-12,2025-02-23,2025-03-05
O41346,L45790,35425,Closed-Won,Samantha Rich,2024-12-11,2025-01-25,2025-01-27
O41347,L45791,1196,Closed-Lost,Steven Gonzales,2024-12-14,2025-01-11,2025-01-16
O41348,L45792,13851,Closed-Won,Shelby Flores,2024-12-04,2025-02-09,2025-02-03
O41349,L45794,191021,Closed-Lost,Jason Hill,2024-12-12,2025-02-14,2025-03-14
O41350,L45800,13792,Closed-Lost,Amanda Newton,2024-12-10,2025-01-18,2025-01-20
O41351,L45801,3236,Closed-Won,Robert Taylor,2024-12-18,2025-01-21,2025-01-16
O41352,L45803,3964,Closed-Lost,Michael Maldonado,2024-12-04,2025-02-28,2025-03-16
O41353,L45804,19708,Closed-Won,Katelyn Davis,2024-12-11,2025-01-26,2025-01-21
O41354,L45806,16592,Closed-Won,Claudia Martinez,2024-12-06,2025-02-11,2025-02-15
O41355,L45807,11762,Closed-Lost,David Richardson,2024-12-23,2025-02-24,2025-03-14
O41356,L45808,42172,Closed-Won,Brian Bailey,2024-12-12,2025-02-12,2025-02-03
O41357,L45813,5486,Closed-Lost,Daniel Murray,2024-12-12,2025-02-03,2025-03-01
O41358,L45814,12409,Closed-Lost,Angela Schultz,2024-12-19,2025-02-25,2025-02-22
O41359,L45815,23640,Closed-Lost,Angela Parker,2024-12-10,2025-01-15,2025-02-02
O41360,L45816,21276,Closed-Lost,Catherine Hunt,2024-12-13,2025-03-02,2025-03-23
O41361,L45817,21074,Closed-Lost,Patrick Smith,2024-12-19,2025-02-01,2025-02-19
O41362,L45818,57263,Closed-Won,Jennifer Russo,2024-12-17,2025-01-30,2025-02-05
O41363,L45819,2017,Closed-Won,Sharon Orr,2024-12-24,2025-03-09,2025-03-12
O41364,L45820,25952,Closed-Lost,Paula Chung,2024-12-05,2025-01-27,2025-02-13
O41365,L45824,1003,Closed-Lost,Brandon Phillips,2024-12-07,2025-02-05,2025-03-05
O41366,L45825,40458,Closed-Lost,Douglas Lewis,2024-12-16,2025-03-11,2025-03-21
O41367,L45826,53169,Closed-Lost,Hailey Hicks,2024-12-23,2025-03-02,2025-03-05
O41368,L45827,41250,Closed-Lost,John Long,2024-12-17,2025-02-26,2025-02-26
O41369,L45828,9226,Closed-Lost,Leslie Hubbard,2024-12-18,2025-02-23,2025-03-15
O41370,L45829,89613,Closed-Won,Joseph Ramirez,2024-12-15,2025-02-23,2025-02-24
O41371,L45830,67554,Closed-Lost,Matthew Roman,2024-12-21,2025-03-12,2025-03-13
O41372,L45831,13629,Closed-Lost,Cynthia Mann,2024-12-13,2025-02-11,2025-02-26
O41373,L45832,2832,Closed-Lost,Elizabeth Tate,2024-12-17,2025-01-08,2025-01-14
O41374,L45834,37011,Closed-Lost,Darin Rose,2024-12-22,2025-03-16,2025-04-10
O41375,L45835,18314,Closed-Lost,Daniel Evans,2024-12-17,2025-02-18,2025-02-24
O41376,L45837,8593,Closed-Lost,John Ballard,2024-12-23,2025-01-28,2025-02-14
O41377,L45838,1147,Closed-Lost,Heather Garcia,2024-12-23,2025-01-13,2025-01-12
O41378,L45839,9097,Closed-Lost,Raymond Sanchez,2024-12-25,2025-02-20,2025-03-21
O41379,L45840,3260,Closed-Lost,Gerald Washington,2024-12-12,2025-01-07,2025-01-07
O41380,L45841,15251,Closed-Won,Melissa Johnson,2024-12-07,2025-02-25,2025-02-19
O41381,L45842,4623,Closed-Lost,Michelle Johnson,2024-12-15,2025-02-15,2025-02-24
O41382,L45845,9631,Closed-Lost,Martha Elliott,2024-12-07,2025-02-18,2025-03-04
O41383,L45846,14087,Closed-Lost,Susan Padilla,2024-12-22,2025-01-13,2025-02-04
O41384,L45848,27253,Closed-Won,Michael Davis,2024-12-19,2025-02-24,2025-02-22
O41385,L45849,322,Closed-Lost,Patrick Gutierrez,2024-12-14,2025-01-28,2025-02-21
O41386,L45850,110258,Closed-Lost,Jerry Guerrero,2024-12-16,2025-01-17,2025-02-03
O41387,L45852,44801,Closed-Lost,Matthew Mcintosh,2024-12-22,2025-01-19,2025-01-25
O41388,L45853,25091,Closed-Lost,Timothy Mcdaniel,2024-12-16,2025-02-10,2025-02-07
O41389,L45854,3082,Closed-Won,Lee Herrera,2024-12-26,2025-02-03,2025-01-28
O41390,L45856,7390,Closed-Won,John Kirby,2024-12-09,2025-01-23,2025-02-05
O41391,L45858,49077,Closed-Won,Jay Gilbert,2024-12-17,2025-01-19,2025-02-07
O41392,L45859,3831,Closed-Lost,Alejandro Gillespie,2024-12-19,2025-02-26,2025-03-05
O41393,L45861,538,Closed-Lost,Erica Jacobs,2024-12-17,2025-03-14,2025-03-12
O41394,L45864,239845,Closed-Lost,Mark Perez,2024-12-15,2025-02-22,2025-03-17
O41395,L45866,20172,Closed-Lost,Joshua Nelson,2024-12-11,2025-02-19,2025-03-21
O41396,L45868,6352,Closed-Lost,James Munoz,2024-12-21,2025-01-21,2025-01-22
O41397,L45869,3291,Closed-Lost,Amanda Murphy,2024-12-07,2025-01-07,2025-01-05
O41398,L45870,174337,Closed-Lost,Brian Mcdowell,2024-12-16,2025-01-09,2025-01-16
O41399,L45871,25477,Closed-Lost,Christine Roach,2024-12-11,2025-02-01,2025-02-15
O41400,L45872,10906,Closed-Lost,Mr. Eric Carney Jr.,2024-12-10,2025-03-01,2025-03-18
O41401,L45873,18641,Closed-Lost,Becky Davis,2024-12-22,2025-01-17,2025-02-09
O41402,L45876,29383,Closed-Lost,Brianna Gomez,2024-12-16,2025-03-09,2025-03-31
O41403,L45879,6479,Closed-Lost,Daniel Tran,2024-12-19,2025-01-29,2025-02-25
O41404,L45881,16053,Closed-Won,Stephen Miller MD,2024-12-27,2025-03-23,2025-03-14
O41405,L45882,1368,Closed-Lost,Chase Guzman,2024-12-12,2025-01-10,2025-01-16
O41406,L45884,12572,Closed-Lost,David Johnson,2024-12-22,2025-03-19,2025-04-04
O41407,L45886,54226,Closed-Lost,Charles Young,2024-12-17,2025-03-07,2025-03-23
O41408,L45887,6497,Closed-Lost,Wesley Parker,2024-12-29,2025-03-25,2025-04-20
O41409,L45888,3887,Closed-Lost,Jacob Myers,2024-12-28,2025-01-23,2025-01-23
O41410,L45892,39914,Closed-Lost,Luis Glover,2024-12-26,2025-01-19,2025-02-15
O41411,L45893,13603,Closed-Lost,Edward Foster,2024-12-21,2025-01-22,2025-02-07
O41412,L45894,15871,Closed-Lost,Adam Carpenter,2024-12-10,2025-01-20,2025-01-31
O41413,L45900,177379,Closed-Lost,Jeremy Arnold,2024-12-14,2025-02-19,2025-03-11
O41414,L45901,65184,Closed-Won,Marcus Rodgers,2024-12-24,2025-01-24,2025-01-22
O41415,L45902,54877,Closed-Lost,Kathleen Hooper DVM,2024-12-12,2025-01-16,2025-01-30
O41416,L45905,19201,Closed-Won,Daniel Armstrong,2024-12-30,2025-01-25,2025-01-21
O41417,L45906,25946,Closed-Won,Kayla Gilmore,2024-12-28,2025-02-11,2025-02-05
O41418,L45908,21004,Closed-Lost,Julia Evans,2024-12-21,2025-02-12,2025-03-13
O41419,L45909,18424,Closed-Won,Jesse Williams,2024-12-15,2025-01-20,2025-01-30
O41420,L45910,47657,Closed-Won,Edward Vargas,2024-12-17,2025-01-27,2025-01-20
O41421,L45911,146484,Closed-Lost,Jon Edwards,2024-12-12,2025-02-10,2025-02-23
O41422,L45912,1974,Closed-Lost,Teresa Jennings,2024-12-29,2025-02-11,2025-02-26
O41423,L45914,25018,Closed-Lost,Cheryl Fox,2024-12-19,2025-03-14,2025-03-19
O41424,L45915,17596,Closed-Lost,Veronica Spencer,2024-12-27,2025-02-20,2025-03-05
O41425,L45916,595,Closed-Lost,Sarah Morgan,2024-12-19,2025-03-13,2025-03-18
O41426,L45918,15456,Closed-Lost,Andrea Miller,2024-12-20,2025-02-27,2025-03-13
O41427,L45919,6773,Closed-Lost,Colleen Lee,2024-12-18,2025-03-17,2025-04-13
O41428,L45920,27901,Closed-Won,Christopher Garcia,2024-12-26,2025-01-25,2025-01-25
O41429,L45921,8246,Closed-Lost,Christina Aguilar,2024-12-19,2025-03-08,2025-03-16
O41430,L45923,221136,Closed-Lost,Chris Huynh,2024-12-19,2025-02-10,2025-02-12
O41431,L45925,57131,Closed-Lost,Adam Day,2024-12-22,2025-02-10,2025-02-07
O41432,L45927,175929,Closed-Lost,David Mccormick,2024-12-31,2025-03-26,2025-04-17
O41433,L45928,6438,Closed-Won,Lauren Hopkins,2024-12-26,2025-02-17,2025-03-04
O41434,L45931,9937,Closed-Lost,Kelsey Estes,2024-12-21,2025-02-22,2025-03-17
O41435,L45933,109544,Closed-Lost,Brian Schmitt,2024-12-26,2025-03-14,2025-04-03
O41436,L45935,23182,Closed-Lost,Tina Collins,2024-12-22,2025-02-26,2025-03-08
